,60yr B_score,120yr B_score,180yr B_score
Event_1,0.8084838237694424,0.9596339019658225,0.7899303335688327
Event_2,0.22358123086678203,0.19857417923724274,0.17416735210499842
Event_3,0.5849541182496771,0.610393018228009,0.49548972823326715
