,60yr c_index,120yr c_index,180yr c_index
Event_1,0.7956595980078919,0.5536430035226567,0.4746530932869228
Event_2,0.6708002607997392,0.6598448278919268,0.6580340702898835
Event_3,0.6336717376364508,0.5940970250532747,0.5845968110127687
