,60yr B_score,120yr B_score,180yr B_score
Event_1,0.004392136053682227,0.01392493349800697,0.01535828627719343
Event_2,0.018622900449427014,0.016270969952981638,0.006994825008148993
Event_3,0.028993324405915722,0.024187939709742277,0.02885209000360748
