,60yr c_index,120yr c_index,180yr c_index
Event_1,0.8106004488562022,0.5260298929550492,0.46241331199798397
Event_2,0.6201540438082365,0.5985319062438166,0.5965657940130542
Event_3,0.6360289662090597,0.6100300030402377,0.5976811676974967
