,60yr B_score,120yr B_score,180yr B_score
Event_1,0.8060237068019424,0.9563815751035492,0.7816762596145352
Event_2,0.2474524608379954,0.2193278886242453,0.17381075694737827
Event_3,0.6297302146983584,0.6495882864596634,0.5389876442987389
