mb_size:128,h_dim_shared:100,h_dim_CS:300,num_layers_shared:5,num_layers_CS:3,active_fn:elu,beta:1.0,0.6483020669313455, 0.7123124632023933
mb_size:64,h_dim_shared:50,h_dim_CS:200,num_layers_shared:2,num_layers_CS:3,active_fn:tanh,beta:5.0,0.6531185648745476, 0.6996386366782436
mb_size:32,h_dim_shared:50,h_dim_CS:300,num_layers_shared:2,num_layers_CS:2,active_fn:tanh,beta:5.0,0.6577996942383201, 0.7416220188718362
mb_size:64,h_dim_shared:50,h_dim_CS:50,num_layers_shared:5,num_layers_CS:5,active_fn:relu,beta:0.1,0.707866631183684, 0.8450561107747436
mb_size:128,h_dim_shared:100,h_dim_CS:100,num_layers_shared:3,num_layers_CS:3,active_fn:tanh,beta:0.0,0.6657477935084172, 0.8847408289208144
mb_size:32,h_dim_shared:50,h_dim_CS:50,num_layers_shared:2,num_layers_CS:1,active_fn:tanh,beta:5.0,0.651425175126616, 0.7620465669169872
mb_size:128,h_dim_shared:300,h_dim_CS:50,num_layers_shared:3,num_layers_CS:1,active_fn:tanh,beta:1.0,0.7116681811526014, 0.7223258979380667
mb_size:32,h_dim_shared:50,h_dim_CS:50,num_layers_shared:3,num_layers_CS:1,active_fn:elu,beta:0.1,0.6432707869870421, 0.8088772973563577
mb_size:128,h_dim_shared:50,h_dim_CS:100,num_layers_shared:1,num_layers_CS:1,active_fn:elu,beta:0.0,0.7383316528191347, 0.8806944446154775
mb_size:128,h_dim_shared:200,h_dim_CS:300,num_layers_shared:2,num_layers_CS:1,active_fn:tanh,beta:0.0,0.7345179026625163, 0.8816519700952287
mb_size:128,h_dim_shared:300,h_dim_CS:200,num_layers_shared:1,num_layers_CS:2,active_fn:tanh,beta:0.5,0.6132966876167378, 0.7405621899663593
mb_size:128,h_dim_shared:300,h_dim_CS:200,num_layers_shared:1,num_layers_CS:5,active_fn:tanh,beta:1.0,0.6930938105607849, 0.8452827643236439
mb_size:32,h_dim_shared:100,h_dim_CS:100,num_layers_shared:3,num_layers_CS:5,active_fn:relu,beta:1.0,0.6973921079979055, 0.7699816669127887
mb_size:64,h_dim_shared:50,h_dim_CS:200,num_layers_shared:5,num_layers_CS:5,active_fn:elu,beta:0.5,0.6160382008251463, 0.7354194420563783
mb_size:32,h_dim_shared:200,h_dim_CS:200,num_layers_shared:1,num_layers_CS:3,active_fn:tanh,beta:3.0,0.6739763813298426, 0.8385770612558879
mb_size:64,h_dim_shared:300,h_dim_CS:50,num_layers_shared:5,num_layers_CS:3,active_fn:relu,beta:5.0,0.6614916018314725, 0.741805631865724
