,5yr B_score,10yr B_score,15yr B_score
Event_1,0.0111488428971062,0.02394990915418007,0.028731601110472245
Event_2,0.01161822466855342,0.010732317467575029,0.011040426140250003
Event_3,0.007420843437017845,0.015724406201640173,0.046265660613650055
