,5yr B_score,10yr B_score,15yr B_score
Event_1,0.7993047481148696,0.9247249010760379,0.7088007450797918
Event_2,0.258304850140853,0.21819068507494435,0.16992948112650325
Event_3,0.626760209171827,0.6354372623898441,0.5472659408970895
