,5yr B_score,10yr B_score,15yr B_score
Event_1,0.009700518685394075,0.025621935159109897,0.02997295688302667
Event_2,0.01486487496922689,0.015406251451021105,0.005711134895768022
Event_3,0.01867386566616638,0.019591098567631773,0.022298707447824313
