,60yr c_index,120yr c_index,180yr c_index
Event_1,0.7952400555011032,0.5347177917676939,0.4412516371521145
Event_2,0.6646634226637864,0.6455438166411996,0.6443571129696589
Event_3,0.6752380829553665,0.6448731423548908,0.6472315714978624
