mb_size:128,h_dim_shared:50,h_dim_CS:200,num_layers_shared:3,num_layers_CS:3,active_fn:relu,beta:0.0,0.7322149169064266, 0.8487388498642359
mb_size:32,h_dim_shared:100,h_dim_CS:200,num_layers_shared:1,num_layers_CS:5,active_fn:elu,beta:0.1,0.7679154007987213, 0.8716744915230952
mb_size:32,h_dim_shared:100,h_dim_CS:100,num_layers_shared:2,num_layers_CS:5,active_fn:tanh,beta:5.0,0.6299214624462457, 0.7025886494760653
mb_size:128,h_dim_shared:100,h_dim_CS:300,num_layers_shared:2,num_layers_CS:5,active_fn:relu,beta:0.5,0.6797157769721395, 0.8345684996907353
mb_size:128,h_dim_shared:300,h_dim_CS:200,num_layers_shared:3,num_layers_CS:1,active_fn:tanh,beta:1.0,0.6700010967506184, 0.7702440186089702
mb_size:32,h_dim_shared:50,h_dim_CS:100,num_layers_shared:1,num_layers_CS:1,active_fn:relu,beta:5.0,0.6772249649647866, 0.7879986294337272
mb_size:64,h_dim_shared:300,h_dim_CS:300,num_layers_shared:5,num_layers_CS:2,active_fn:elu,beta:5.0,0.6598954730125967, 0.7097354215213643
mb_size:32,h_dim_shared:50,h_dim_CS:100,num_layers_shared:2,num_layers_CS:3,active_fn:tanh,beta:0.5,0.6659972147065507, 0.8942642470341245
mb_size:32,h_dim_shared:100,h_dim_CS:50,num_layers_shared:3,num_layers_CS:2,active_fn:tanh,beta:1.0,0.6498334515958812, 0.8961209554349301
mb_size:128,h_dim_shared:200,h_dim_CS:100,num_layers_shared:2,num_layers_CS:2,active_fn:relu,beta:0.5,0.6819812959924795, 0.8111475041427152
mb_size:128,h_dim_shared:200,h_dim_CS:200,num_layers_shared:1,num_layers_CS:5,active_fn:relu,beta:1.0,0.6839722121206329, 0.8084639683342566
mb_size:128,h_dim_shared:50,h_dim_CS:300,num_layers_shared:3,num_layers_CS:5,active_fn:relu,beta:0.5,0.6969510469650064, 0.8345476517086441
mb_size:64,h_dim_shared:300,h_dim_CS:200,num_layers_shared:3,num_layers_CS:2,active_fn:tanh,beta:1.0,0.6479788321850756, 0.8556258706223154
mb_size:128,h_dim_shared:50,h_dim_CS:200,num_layers_shared:2,num_layers_CS:1,active_fn:tanh,beta:0.1,0.7070031273202516, 0.8739019951176016
mb_size:32,h_dim_shared:100,h_dim_CS:100,num_layers_shared:5,num_layers_CS:3,active_fn:tanh,beta:0.0,0.620040309738128, 0.8591104809718214
mb_size:32,h_dim_shared:300,h_dim_CS:50,num_layers_shared:5,num_layers_CS:3,active_fn:elu,beta:0.0,0.6971257626088061, 0.813199963495467
mb_size:32,h_dim_shared:300,h_dim_CS:100,num_layers_shared:1,num_layers_CS:3,active_fn:relu,beta:5.0,0.6972242258304066, 0.8073634205085517
mb_size:128,h_dim_shared:100,h_dim_CS:300,num_layers_shared:1,num_layers_CS:2,active_fn:relu,beta:0.1,0.7512355585099316, 0.8608733545086391
mb_size:64,h_dim_shared:50,h_dim_CS:200,num_layers_shared:5,num_layers_CS:1,active_fn:elu,beta:0.1,0.700231040005356, 0.8658232023053741
mb_size:64,h_dim_shared:50,h_dim_CS:50,num_layers_shared:3,num_layers_CS:5,active_fn:tanh,beta:0.1,0.694013945630056, 0.8922419398653995
mb_size:64,h_dim_shared:300,h_dim_CS:200,num_layers_shared:1,num_layers_CS:3,active_fn:tanh,beta:0.0,0.6911182638515677, 0.8656608277842341
mb_size:32,h_dim_shared:300,h_dim_CS:300,num_layers_shared:2,num_layers_CS:1,active_fn:tanh,beta:0.1,0.6991309720899777, 0.865348214697649
mb_size:128,h_dim_shared:50,h_dim_CS:300,num_layers_shared:3,num_layers_CS:5,active_fn:elu,beta:1.0,0.6360167986222165, 0.7550447470747077
mb_size:32,h_dim_shared:100,h_dim_CS:50,num_layers_shared:1,num_layers_CS:2,active_fn:elu,beta:0.5,0.6814894362376701, 0.8817255204168495
mb_size:32,h_dim_shared:200,h_dim_CS:50,num_layers_shared:1,num_layers_CS:1,active_fn:tanh,beta:3.0,0.6427019783202217, 0.7919516229233162
mb_size:32,h_dim_shared:50,h_dim_CS:100,num_layers_shared:3,num_layers_CS:2,active_fn:elu,beta:0.5,0.6664607724221496, 0.788305278957928
mb_size:32,h_dim_shared:50,h_dim_CS:200,num_layers_shared:3,num_layers_CS:1,active_fn:relu,beta:0.5,0.7174435570125439, 0.864888547688721
mb_size:64,h_dim_shared:200,h_dim_CS:100,num_layers_shared:2,num_layers_CS:2,active_fn:tanh,beta:5.0,0.637877868334141, 0.6964835170967499
mb_size:64,h_dim_shared:200,h_dim_CS:300,num_layers_shared:3,num_layers_CS:3,active_fn:elu,beta:1.0,0.6209057016648964, 0.7340911328018668
mb_size:32,h_dim_shared:100,h_dim_CS:200,num_layers_shared:5,num_layers_CS:5,active_fn:relu,beta:3.0,0.693612881674722, 0.7843378851231703
mb_size:128,h_dim_shared:100,h_dim_CS:300,num_layers_shared:1,num_layers_CS:1,active_fn:elu,beta:3.0,0.7032436941151688, 0.7574716961428543
mb_size:64,h_dim_shared:50,h_dim_CS:100,num_layers_shared:2,num_layers_CS:1,active_fn:elu,beta:3.0,0.5576559957839674, 0.7053536870076386
mb_size:64,h_dim_shared:50,h_dim_CS:200,num_layers_shared:3,num_layers_CS:3,active_fn:elu,beta:0.1,0.7317085484332605, 0.8889707836817088
mb_size:32,h_dim_shared:50,h_dim_CS:200,num_layers_shared:3,num_layers_CS:1,active_fn:elu,beta:1.0,0.6203818803060273, 0.7554206482138345
mb_size:128,h_dim_shared:50,h_dim_CS:50,num_layers_shared:3,num_layers_CS:3,active_fn:elu,beta:0.1,0.6585493190658759, 0.7601674429958537
mb_size:64,h_dim_shared:300,h_dim_CS:200,num_layers_shared:2,num_layers_CS:3,active_fn:tanh,beta:0.1,0.6754592493669828, 0.8594537599772801
mb_size:64,h_dim_shared:50,h_dim_CS:100,num_layers_shared:2,num_layers_CS:5,active_fn:elu,beta:5.0,0.6314407075204932, 0.6815344395135492
mb_size:32,h_dim_shared:200,h_dim_CS:100,num_layers_shared:2,num_layers_CS:2,active_fn:relu,beta:0.1,0.7032725414774864, 0.8655809502203686
mb_size:64,h_dim_shared:100,h_dim_CS:100,num_layers_shared:1,num_layers_CS:3,active_fn:elu,beta:5.0,0.630392400251425, 0.7287276557154622
mb_size:64,h_dim_shared:200,h_dim_CS:100,num_layers_shared:5,num_layers_CS:5,active_fn:elu,beta:1.0,0.6567816339680436, 0.7698797850097208
mb_size:64,h_dim_shared:100,h_dim_CS:50,num_layers_shared:1,num_layers_CS:2,active_fn:elu,beta:0.5,0.706111450866736, 0.9001015310628073
mb_size:64,h_dim_shared:200,h_dim_CS:100,num_layers_shared:3,num_layers_CS:1,active_fn:relu,beta:0.0,0.7030277996640198, 0.8556781871800555
mb_size:32,h_dim_shared:100,h_dim_CS:200,num_layers_shared:2,num_layers_CS:1,active_fn:elu,beta:0.0,0.7067513581094387, 0.8487693635059134
mb_size:128,h_dim_shared:50,h_dim_CS:200,num_layers_shared:2,num_layers_CS:5,active_fn:tanh,beta:1.0,0.6262303170655531, 0.7613054366588075
mb_size:32,h_dim_shared:100,h_dim_CS:100,num_layers_shared:1,num_layers_CS:1,active_fn:tanh,beta:3.0,0.5864690096170238, 0.7078131856392732
mb_size:64,h_dim_shared:50,h_dim_CS:50,num_layers_shared:5,num_layers_CS:2,active_fn:relu,beta:0.5,0.6685097329633191, 0.8635571280384883
mb_size:32,h_dim_shared:100,h_dim_CS:50,num_layers_shared:1,num_layers_CS:2,active_fn:elu,beta:5.0,0.6652996466991223, 0.7472512085726559
mb_size:32,h_dim_shared:300,h_dim_CS:100,num_layers_shared:1,num_layers_CS:2,active_fn:tanh,beta:3.0,0.6430404501931184, 0.7447357772361665
mb_size:128,h_dim_shared:100,h_dim_CS:100,num_layers_shared:5,num_layers_CS:3,active_fn:tanh,beta:0.5,0.6301199988193719, 0.7197359597374132
mb_size:32,h_dim_shared:50,h_dim_CS:50,num_layers_shared:3,num_layers_CS:3,active_fn:tanh,beta:5.0,0.6869478191534819, 0.7051897420323857
mb_size:64,h_dim_shared:100,h_dim_CS:50,num_layers_shared:3,num_layers_CS:5,active_fn:relu,beta:0.1,0.7084183426143333, 0.8021134435433795
mb_size:128,h_dim_shared:300,h_dim_CS:50,num_layers_shared:3,num_layers_CS:5,active_fn:elu,beta:0.5,0.6827717961136335, 0.8451706517185569
mb_size:32,h_dim_shared:50,h_dim_CS:200,num_layers_shared:5,num_layers_CS:5,active_fn:relu,beta:3.0,0.6822810043655441, 0.832208239821524
mb_size:32,h_dim_shared:200,h_dim_CS:50,num_layers_shared:5,num_layers_CS:3,active_fn:elu,beta:0.1,0.6738931561271174, 0.8854304863964658
mb_size:32,h_dim_shared:100,h_dim_CS:200,num_layers_shared:2,num_layers_CS:3,active_fn:elu,beta:3.0,0.6220676370635142, 0.7608404373727734
mb_size:128,h_dim_shared:300,h_dim_CS:200,num_layers_shared:5,num_layers_CS:3,active_fn:tanh,beta:5.0,0.6552827005171231, 0.6526837112038312
mb_size:32,h_dim_shared:50,h_dim_CS:50,num_layers_shared:1,num_layers_CS:5,active_fn:tanh,beta:3.0,0.5934773963680322, 0.7354380367543789
mb_size:32,h_dim_shared:100,h_dim_CS:200,num_layers_shared:5,num_layers_CS:2,active_fn:relu,beta:0.0,0.6828166561195962, 0.838664571437424
mb_size:64,h_dim_shared:300,h_dim_CS:100,num_layers_shared:3,num_layers_CS:5,active_fn:relu,beta:0.1,0.7094862966468125, 0.8466568070823013
