,5yr B_score,10yr B_score,15yr B_score
Event_1,0.7918280763915971,0.9099803418763753,0.7391752473869708
Event_2,0.24935808633505246,0.2209335434857589,0.17967150169655993
Event_3,0.6050744795197615,0.5970695369462302,0.5057511000159063
