,5yr B_score,10yr B_score,15yr B_score
Event_1,0.006336217227485159,0.01685724900514495,0.008511300067875678
Event_2,0.01646992596685475,0.01745186629412033,0.020396927580371007
Event_3,0.014676356615342246,0.03765498765693615,0.03441874557242759
