mb_size:64,h_dim_shared:300,h_dim_CS:300,num_layers_shared:5,num_layers_CS:1,active_fn:relu,beta:1.0,,(0.6417688194769334, 0.5536598886085018)
mb_size:32,h_dim_shared:50,h_dim_CS:300,num_layers_shared:3,num_layers_CS:1,active_fn:tanh,beta:3.0,,(0.6290366279499335, 0.6249825985541184)
mb_size:32,h_dim_shared:100,h_dim_CS:100,num_layers_shared:5,num_layers_CS:5,active_fn:relu,beta:5.0,,(0.6461857083797681, 0.6227560223350452)
mb_size:64,h_dim_shared:300,h_dim_CS:200,num_layers_shared:1,num_layers_CS:1,active_fn:tanh,beta:3.0,,(0.6111947460549187, 0.6617644491698322)
mb_size:128,h_dim_shared:50,h_dim_CS:100,num_layers_shared:3,num_layers_CS:2,active_fn:elu,beta:3.0,,(0.580235400941029, 0.6714633347199691)
mb_size:32,h_dim_shared:200,h_dim_CS:100,num_layers_shared:3,num_layers_CS:5,active_fn:relu,beta:1.0,,(0.6554198953520483, 0.6232335398537142)
mb_size:128,h_dim_shared:100,h_dim_CS:100,num_layers_shared:1,num_layers_CS:3,active_fn:elu,beta:1.0,,(0.616763405843701, 0.6438295466969634)
mb_size:64,h_dim_shared:100,h_dim_CS:200,num_layers_shared:5,num_layers_CS:1,active_fn:tanh,beta:0.5,,(0.6274746627012643, 0.5861219704031918)
mb_size:32,h_dim_shared:300,h_dim_CS:200,num_layers_shared:1,num_layers_CS:1,active_fn:elu,beta:1.0,,(0.6404910921104412, 0.5393566129849332)
mb_size:32,h_dim_shared:200,h_dim_CS:100,num_layers_shared:3,num_layers_CS:1,active_fn:tanh,beta:3.0,,(0.6289907887981482, 0.6786773975091026)
mb_size:32,h_dim_shared:50,h_dim_CS:50,num_layers_shared:5,num_layers_CS:2,active_fn:elu,beta:0.5,,(0.6235611442115645, 0.5449499485048425)
mb_size:128,h_dim_shared:300,h_dim_CS:300,num_layers_shared:3,num_layers_CS:2,active_fn:elu,beta:3.0,,(0.6219588792180653, 0.6500380023289796)
mb_size:32,h_dim_shared:100,h_dim_CS:200,num_layers_shared:3,num_layers_CS:2,active_fn:relu,beta:3.0,,(0.6480337487769865, 0.5927373118034374)
mb_size:32,h_dim_shared:50,h_dim_CS:100,num_layers_shared:3,num_layers_CS:1,active_fn:tanh,beta:0.1,,(0.6179222421371615, 0.5972759222128604)
mb_size:64,h_dim_shared:50,h_dim_CS:100,num_layers_shared:5,num_layers_CS:1,active_fn:relu,beta:0.1,,(0.6441393642465707, 0.5472174373747438)
mb_size:128,h_dim_shared:200,h_dim_CS:300,num_layers_shared:2,num_layers_CS:3,active_fn:tanh,beta:1.0,,(0.6030672029847747, 0.6297554079360465)
mb_size:32,h_dim_shared:300,h_dim_CS:100,num_layers_shared:1,num_layers_CS:3,active_fn:tanh,beta:3.0,,(0.64680168663059, 0.6681500807478449)
mb_size:64,h_dim_shared:100,h_dim_CS:100,num_layers_shared:3,num_layers_CS:1,active_fn:tanh,beta:3.0,,(0.6360493950544114, 0.6363305846058455)
mb_size:128,h_dim_shared:50,h_dim_CS:200,num_layers_shared:3,num_layers_CS:3,active_fn:relu,beta:5.0,,(0.6383612961129157, 0.614541515813023)
mb_size:128,h_dim_shared:100,h_dim_CS:300,num_layers_shared:3,num_layers_CS:5,active_fn:elu,beta:5.0,,(0.6194644933195755, 0.695343630906098)
mb_size:128,h_dim_shared:50,h_dim_CS:300,num_layers_shared:3,num_layers_CS:1,active_fn:relu,beta:5.0,,(0.6477646443454499, 0.5150608437070595)
mb_size:64,h_dim_shared:200,h_dim_CS:200,num_layers_shared:3,num_layers_CS:3,active_fn:relu,beta:0.5,,(0.6401289705041459, 0.5614304555974318)
mb_size:32,h_dim_shared:100,h_dim_CS:200,num_layers_shared:5,num_layers_CS:3,active_fn:tanh,beta:5.0,,(0.6454394400093271, 0.6720524397317893)
mb_size:128,h_dim_shared:50,h_dim_CS:50,num_layers_shared:1,num_layers_CS:2,active_fn:elu,beta:0.1,,(0.6049219743750595, 0.5222810295574463)
