
,5yr B_score,10yr B_score,15yr B_score
Event_1,0.7783474724830607,0.9038616980990344,0.7053922158136825
Event_2,0.3698310062511153,0.344268502090382,0.2720360552532195
Event_3,0.6172093697117844,0.6197915146477083,0.5374833885491362
