,5yr c_index,10yr c_index,15yr c_index
Event_1,0.7461775682733924,0.5499254659320717,0.4204699019399832
Event_2,0.7482750877170711,0.7226445849594083,0.711758662714682
Event_3,0.6693831890702946,0.5629992893829652,0.5034216401647313
